File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Experiment date released	Project	RBNS protein concentration	Read length	Run type	Library fragmentation method	Library size range	Biosample Age	Biological replicate	Technical replicate	Size	Lab	md5sum	File download URL	Assembly	Platform
ENCFF001ORX	fastq	reads	ENCSR000COB	DNase-seq	UBERON:0002370	thymus	tissue	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	615119869	John Stamatoyannopoulos, UW	95a452097c4f21b586d24cc70aea7faf	https://www.encodeproject.org/files/ENCFF001ORX/@@download/ENCFF001ORX.fastq.gz	mm9	HiSeq 2000
ENCFF001OSB	fastq	reads	ENCSR000COB	DNase-seq	UBERON:0002370	thymus	tissue	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	91879	John Stamatoyannopoulos, UW	8930b2b027a4ce16634058864e2ee50b	https://www.encodeproject.org/files/ENCFF001OSB/@@download/ENCFF001OSB.fastq.gz	mm9	HiSeq 2000
ENCFF001OSE	fastq	reads	ENCSR000COB	DNase-seq	UBERON:0002370	thymus	tissue	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	623559347	John Stamatoyannopoulos, UW	9512ceb92f178ae547b0036e1e16e27c	https://www.encodeproject.org/files/ENCFF001OSE/@@download/ENCFF001OSE.fastq.gz	mm9	HiSeq 2000
ENCFF001OSJ	fastq	reads	ENCSR000COB	DNase-seq	UBERON:0002370	thymus	tissue	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	615205480	John Stamatoyannopoulos, UW	e3ebf192b819c38a6ce02c9db2e79e9c	https://www.encodeproject.org/files/ENCFF001OSJ/@@download/ENCFF001OSJ.fastq.gz	mm9	HiSeq 2000
ENCFF001OSA	fastq	reads	ENCSR000COB	DNase-seq	UBERON:0002370	thymus	tissue	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	622722119	John Stamatoyannopoulos, UW	5d300792ba4422f2fc2b0f2f86aadd62	https://www.encodeproject.org/files/ENCFF001OSA/@@download/ENCFF001OSA.fastq.gz	mm9	HiSeq 2000
ENCFF001PGZ	fastq	reads	ENCSR000CMR	DNase-seq	NTR:0000719	c-Kit-negative CD71-positive TER-119-positive erythroid progenitor cells	primary cell	embryonic	male	Mus musculus						DNA		see document	see document		2013-04-25	ENCODE			single-ended	see document		14.5 day	1	1	631639094	John Stamatoyannopoulos, UW	7fa5203308d35959e3383d04991d52df	https://www.encodeproject.org/files/ENCFF001PGZ/@@download/ENCFF001PGZ.fastq.gz		
ENCFF001PHB	fastq	reads	ENCSR000CMR	DNase-seq	NTR:0000719	c-Kit-negative CD71-positive TER-119-positive erythroid progenitor cells	primary cell	embryonic	male	Mus musculus						DNA		see document	see document		2013-04-25	ENCODE			single-ended	see document		14.5 day	1	1	626327517	John Stamatoyannopoulos, UW	ac73f7a53ff506536ef6da9db8924814	https://www.encodeproject.org/files/ENCFF001PHB/@@download/ENCFF001PHB.fastq.gz	mm9	
ENCFF001PHD	fastq	reads	ENCSR000CMR	DNase-seq	NTR:0000719	c-Kit-negative CD71-positive TER-119-positive erythroid progenitor cells	primary cell	embryonic	male	Mus musculus						DNA		see document	see document		2013-04-25	ENCODE			single-ended	see document		14.5 day	1	1	7426922	John Stamatoyannopoulos, UW	c8316ec81545f8160d85f8d9623def33	https://www.encodeproject.org/files/ENCFF001PHD/@@download/ENCFF001PHD.fastq.gz	mm9	
ENCFF001PHC	fastq	reads	ENCSR000CMR	DNase-seq	NTR:0000719	c-Kit-negative CD71-positive TER-119-positive erythroid progenitor cells	primary cell	embryonic	male	Mus musculus						DNA		see document	see document		2013-04-25	ENCODE			single-ended	see document		14.5 day	1	1	620624000	John Stamatoyannopoulos, UW	6ed66aecbdf392998f909df45a36eb19	https://www.encodeproject.org/files/ENCFF001PHC/@@download/ENCFF001PHC.fastq.gz	mm9	
ENCFF001PHA	fastq	reads	ENCSR000CMR	DNase-seq	NTR:0000719	c-Kit-negative CD71-positive TER-119-positive erythroid progenitor cells	primary cell	embryonic	male	Mus musculus						DNA		see document	see document		2013-04-25	ENCODE			single-ended	see document		14.5 day	1	1	571487532	John Stamatoyannopoulos, UW	ad1fdfe8d8c37c10239d401581f1fbb8	https://www.encodeproject.org/files/ENCFF001PHA/@@download/ENCFF001PHA.fastq.gz	mm9	
ENCFF001OKS	fastq	reads	ENCSR000CNL	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		14.5 day	1	1	1053400556	John Stamatoyannopoulos, UW	dcbba39bc1ee74144dbe8652947e8a42	https://www.encodeproject.org/files/ENCFF001OKS/@@download/ENCFF001OKS.fastq.gz		
ENCFF001PTA	fastq	reads	ENCSR000CNL	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		14.5 day	1	1	618996495	John Stamatoyannopoulos, UW	b63606c69dfbd2f9e6f1e1d1a7aff120	https://www.encodeproject.org/files/ENCFF001PTA/@@download/ENCFF001PTA.fastq.gz		
ENCFF001PTC	fastq	reads	ENCSR000CNL	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		14.5 day	1	1	143183990	John Stamatoyannopoulos, UW	5fae451f500e8594926a8ca4cf754336	https://www.encodeproject.org/files/ENCFF001PTC/@@download/ENCFF001PTC.fastq.gz	mm9	
ENCFF001PTH	fastq	reads	ENCSR000CNL	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		14.5 day	1	1	74132824	John Stamatoyannopoulos, UW	df8a64e164259bc0cf659c5587e96b04	https://www.encodeproject.org/files/ENCFF001PTH/@@download/ENCFF001PTH.fastq.gz	mm9	
ENCFF001PTE	fastq	reads	ENCSR000CNL	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		14.5 day	1	1	150935931	John Stamatoyannopoulos, UW	b1e48d54089a26b250508a0ca18bc214	https://www.encodeproject.org/files/ENCFF001PTE/@@download/ENCFF001PTE.fastq.gz	mm9	
ENCFF001PTF	fastq	reads	ENCSR000CNL	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		14.5 day	1	1	150829129	John Stamatoyannopoulos, UW	fc57f760a875e77b9dd733d7e660d990	https://www.encodeproject.org/files/ENCFF001PTF/@@download/ENCFF001PTF.fastq.gz	mm9	
ENCFF001PTG	fastq	reads	ENCSR000CNL	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		14.5 day	1	1	150928914	John Stamatoyannopoulos, UW	2a58dad57680fceddc9f4dbf6296634a	https://www.encodeproject.org/files/ENCFF001PTG/@@download/ENCFF001PTG.fastq.gz	mm9	
ENCFF001PTB	fastq	reads	ENCSR000CNL	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		14.5 day	1	1	609945432	John Stamatoyannopoulos, UW	14899c6942b1ea0c8746cc37a757d8a6	https://www.encodeproject.org/files/ENCFF001PTB/@@download/ENCFF001PTB.fastq.gz	mm9	
ENCFF001PTD	fastq	reads	ENCSR000CNL	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		14.5 day	1	1	151479998	John Stamatoyannopoulos, UW	e3ab134357939ea38b6e87bc044bfb9f	https://www.encodeproject.org/files/ENCFF001PTD/@@download/ENCFF001PTD.fastq.gz	mm9	
ENCFF001OLA	fastq	reads	ENCSR000CNL	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		14.5 day	2	2	1320410200	John Stamatoyannopoulos, UW	c217b233ce57c5917f3b1640c24278ea	https://www.encodeproject.org/files/ENCFF001OLA/@@download/ENCFF001OLA.fastq.gz	mm9	
ENCFF001OKU	fastq	reads	ENCSR000CNL	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		14.5 day	2	2	916558038	John Stamatoyannopoulos, UW	55a05b6104c78e845eb3c742a9b3199f	https://www.encodeproject.org/files/ENCFF001OKU/@@download/ENCFF001OKU.fastq.gz	mm9	
ENCFF001OKW	fastq	reads	ENCSR000CNL	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		14.5 day	2	2	1096852515	John Stamatoyannopoulos, UW	180007e9e24671a455f12a4d5e18f3e9	https://www.encodeproject.org/files/ENCFF001OKW/@@download/ENCFF001OKW.fastq.gz	mm9	
ENCFF001OKX	fastq	reads	ENCSR000CNL	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		14.5 day	2	2	1112812674	John Stamatoyannopoulos, UW	8d28928314ea488cd4a496855f205091	https://www.encodeproject.org/files/ENCFF001OKX/@@download/ENCFF001OKX.fastq.gz	mm9	
ENCFF001OKY	fastq	reads	ENCSR000CNL	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		14.5 day	2	2	1131922546	John Stamatoyannopoulos, UW	6a0e3ec433d4f652ea8cfb375be8b3e3	https://www.encodeproject.org/files/ENCFF001OKY/@@download/ENCFF001OKY.fastq.gz	mm9	
ENCFF001OLB	fastq	reads	ENCSR000CNL	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		14.5 day	2	2	1358460156	John Stamatoyannopoulos, UW	9940b2cdfef6dfa3bc20199c5b67e1bc	https://www.encodeproject.org/files/ENCFF001OLB/@@download/ENCFF001OLB.fastq.gz	mm9	
ENCFF001OKZ	fastq	reads	ENCSR000CNL	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		14.5 day	2	2	1146940215	John Stamatoyannopoulos, UW	cfc84208a5af7189bb3a7404cf48524c	https://www.encodeproject.org/files/ENCFF001OKZ/@@download/ENCFF001OKZ.fastq.gz	mm9	
ENCFF001OKT	fastq	reads	ENCSR000CNL	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		14.5 day	2	2	824524737	John Stamatoyannopoulos, UW	e1e4699a304dbd6ccf72476cda577172	https://www.encodeproject.org/files/ENCFF001OKT/@@download/ENCFF001OKT.fastq.gz	mm9	
ENCFF001OKV	fastq	reads	ENCSR000CNL	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		14.5 day	2	2	1047834248	John Stamatoyannopoulos, UW	e1359aec230f52c4b739312ae0a3f993	https://www.encodeproject.org/files/ENCFF001OKV/@@download/ENCFF001OKV.fastq.gz	mm9	
ENCFF001OLC	fastq	reads	ENCSR000CNL	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		14.5 day	2	2	1345273261	John Stamatoyannopoulos, UW	f2227d7764b7292cc48b760f7f00310f	https://www.encodeproject.org/files/ENCFF001OLC/@@download/ENCFF001OLC.fastq.gz	mm9	
ENCFF355KNT	fastq	reads	ENCSR446MUM	DNase-seq	EFO:0003971	MEL cell line	immortalized cell line			Mus musculus						DNA						ENCODE			paired-ended				1	3	1245168279	John Stamatoyannopoulos, UW	57feb9da920f57d39b966f63eaa965eb	https://www.encodeproject.org/files/ENCFF355KNT/@@download/ENCFF355KNT.fastq.gz	hg19	
ENCFF378JBR	fastq	reads	ENCSR446MUM	DNase-seq	EFO:0003971	MEL cell line	immortalized cell line			Mus musculus						DNA						ENCODE			paired-ended				1	1	855083766	John Stamatoyannopoulos, UW	ab0dbb3ddc976cfcb22e2fa99f434171	https://www.encodeproject.org/files/ENCFF378JBR/@@download/ENCFF378JBR.fastq.gz	hg19	
ENCFF524MMV	fastq	reads	ENCSR446MUM	DNase-seq	EFO:0003971	MEL cell line	immortalized cell line			Mus musculus						DNA						ENCODE			paired-ended				2	1	971042325	John Stamatoyannopoulos, UW	4429e67cb8dc69ebb281a89bc457cc9e	https://www.encodeproject.org/files/ENCFF524MMV/@@download/ENCFF524MMV.fastq.gz	hg19	
ENCFF726XMJ	fastq	reads	ENCSR446MUM	DNase-seq	EFO:0003971	MEL cell line	immortalized cell line			Mus musculus						DNA						ENCODE			paired-ended				2	2	1134462886	John Stamatoyannopoulos, UW	38229d5aaff1b0227a356c24a07ac974	https://www.encodeproject.org/files/ENCFF726XMJ/@@download/ENCFF726XMJ.fastq.gz	hg19	
ENCFF327IQK	fastq	reads	ENCSR446MUM	DNase-seq	EFO:0003971	MEL cell line	immortalized cell line			Mus musculus						DNA						ENCODE			paired-ended				1	2	12173933628	John Stamatoyannopoulos, UW	f2164ed4e0475ace4d8ff37e22d66cef	https://www.encodeproject.org/files/ENCFF327IQK/@@download/ENCFF327IQK.fastq.gz	hg19	
ENCFF202WNF	fastq	reads	ENCSR446MUM	DNase-seq	EFO:0003971	MEL cell line	immortalized cell line			Mus musculus						DNA						ENCODE			paired-ended				2	3	424856083	John Stamatoyannopoulos, UW	b81131a2f66bcc96c2e81155bbe50633	https://www.encodeproject.org/files/ENCFF202WNF/@@download/ENCFF202WNF.fastq.gz	hg19	
ENCFF295VKA	fastq	reads	ENCSR446MUM	DNase-seq	EFO:0003971	MEL cell line	immortalized cell line			Mus musculus						DNA						ENCODE			paired-ended				1	1	880932647	John Stamatoyannopoulos, UW	6499aef42f0e0c8a42f0ceaad14c5b7e	https://www.encodeproject.org/files/ENCFF295VKA/@@download/ENCFF295VKA.fastq.gz	hg19	
ENCFF641ICE	fastq	reads	ENCSR446MUM	DNase-seq	EFO:0003971	MEL cell line	immortalized cell line			Mus musculus						DNA						ENCODE			paired-ended				1	4	307855399	John Stamatoyannopoulos, UW	a48a09f89c99156876feb1c2c0612e30	https://www.encodeproject.org/files/ENCFF641ICE/@@download/ENCFF641ICE.fastq.gz	hg19	
ENCFF353OVR	fastq	reads	ENCSR446MUM	DNase-seq	EFO:0003971	MEL cell line	immortalized cell line			Mus musculus						DNA						ENCODE			paired-ended				1	2	12056608695	John Stamatoyannopoulos, UW	6181e4edaeecefde01948aabaa235fb7	https://www.encodeproject.org/files/ENCFF353OVR/@@download/ENCFF353OVR.fastq.gz	hg19	
ENCFF171NFE	fastq	reads	ENCSR687EAW	DNase-seq	EFO:0001084	3T3-L1	immortalized cell line			Mus musculus						DNA						ENCODE			paired-ended				1	2	12242756863	John Stamatoyannopoulos, UW	156ee4e8e836ce1de9dde18fdb94262f	https://www.encodeproject.org/files/ENCFF171NFE/@@download/ENCFF171NFE.fastq.gz	hg19	
ENCFF865AVE	fastq	reads	ENCSR687EAW	DNase-seq	EFO:0001084	3T3-L1	immortalized cell line			Mus musculus						DNA						ENCODE			paired-ended				1	3	877966579	John Stamatoyannopoulos, UW	e0707a930b151c810f44f873376bdc5a	https://www.encodeproject.org/files/ENCFF865AVE/@@download/ENCFF865AVE.fastq.gz	hg19	
ENCFF484KXY	fastq	reads	ENCSR687EAW	DNase-seq	EFO:0001084	3T3-L1	immortalized cell line			Mus musculus						DNA						ENCODE			paired-ended				2	1	1776458826	John Stamatoyannopoulos, UW	aa1cb2d330407d134b9f65a2206e7f66	https://www.encodeproject.org/files/ENCFF484KXY/@@download/ENCFF484KXY.fastq.gz	hg19	
ENCFF312ZOC	fastq	reads	ENCSR687EAW	DNase-seq	EFO:0001084	3T3-L1	immortalized cell line			Mus musculus						DNA						ENCODE			paired-ended				1	2	12465625890	John Stamatoyannopoulos, UW	7d879cc0417a53d120e79dfa5e406087	https://www.encodeproject.org/files/ENCFF312ZOC/@@download/ENCFF312ZOC.fastq.gz	hg19	
ENCFF580GOW	fastq	reads	ENCSR687EAW	DNase-seq	EFO:0001084	3T3-L1	immortalized cell line			Mus musculus						DNA						ENCODE			paired-ended				1	1	1217444845	John Stamatoyannopoulos, UW	fb97894b7daa6abbf69d2a46bfc1238c	https://www.encodeproject.org/files/ENCFF580GOW/@@download/ENCFF580GOW.fastq.gz	hg19	
ENCFF232WIG	fastq	reads	ENCSR687EAW	DNase-seq	EFO:0001084	3T3-L1	immortalized cell line			Mus musculus						DNA						ENCODE			paired-ended				2	2	732318880	John Stamatoyannopoulos, UW	76e54ee7bcb01aed8e238a42565c4dd9	https://www.encodeproject.org/files/ENCFF232WIG/@@download/ENCFF232WIG.fastq.gz	hg19	
ENCFF066ENR	fastq	reads	ENCSR687EAW	DNase-seq	EFO:0001084	3T3-L1	immortalized cell line			Mus musculus						DNA						ENCODE			paired-ended				1	1	1257286536	John Stamatoyannopoulos, UW	c6d1913b5e8544aa34ac51aa691406dd	https://www.encodeproject.org/files/ENCFF066ENR/@@download/ENCFF066ENR.fastq.gz	hg19	
ENCFF616COT	fastq	reads	ENCSR687EAW	DNase-seq	EFO:0001084	3T3-L1	immortalized cell line			Mus musculus						DNA						ENCODE			paired-ended				2	1	1771432333	John Stamatoyannopoulos, UW	d269a6a739afac216c558ef8a61d3317	https://www.encodeproject.org/files/ENCFF616COT/@@download/ENCFF616COT.fastq.gz	hg19	
ENCFF001OZH	fastq	reads	ENCSR000COE	DNase-seq	UBERON:0000955	brain	tissue	embryonic	male	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document		14.5 day	1	1	1126432160	John Stamatoyannopoulos, UW	74ef52f4453303a23a99824143a3e251	https://www.encodeproject.org/files/ENCFF001OZH/@@download/ENCFF001OZH.fastq.gz		
ENCFF001OZI	fastq	reads	ENCSR000COE	DNase-seq	UBERON:0000955	brain	tissue	embryonic	male	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document		14.5 day	1	2	580674165	John Stamatoyannopoulos, UW	fa2e5ae329a585bc3dac6b96bca63173	https://www.encodeproject.org/files/ENCFF001OZI/@@download/ENCFF001OZI.fastq.gz		HiSeq 2000
ENCFF001QEK	fastq	reads	ENCSR000COE	DNase-seq	UBERON:0000955	brain	tissue	embryonic	male	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document		14.5 day	2	1	944106221	John Stamatoyannopoulos, UW	2887870e3d8ae59dcc51a7f080755bdc	https://www.encodeproject.org/files/ENCFF001QEK/@@download/ENCFF001QEK.fastq.gz		
ENCFF001QEL	fastq	reads	ENCSR000COE	DNase-seq	UBERON:0000955	brain	tissue	embryonic	male	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document		14.5 day	1	1	1067619072	John Stamatoyannopoulos, UW	66d47694f35964087d8670db5afbcf29	https://www.encodeproject.org/files/ENCFF001QEL/@@download/ENCFF001QEL.fastq.gz		
ENCFF001OZP	fastq	reads	ENCSR000COE	DNase-seq	UBERON:0000955	brain	tissue	embryonic	male	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document		14.5 day	1	2	580395006	John Stamatoyannopoulos, UW	1261e1a820c795bcf541b8d523881589	https://www.encodeproject.org/files/ENCFF001OZP/@@download/ENCFF001OZP.fastq.gz	mm9	HiSeq 2000
ENCFF001OZK	fastq	reads	ENCSR000COE	DNase-seq	UBERON:0000955	brain	tissue	embryonic	male	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document		14.5 day	1	2	594016866	John Stamatoyannopoulos, UW	a846be7e99414a4d938c97542fb6eca6	https://www.encodeproject.org/files/ENCFF001OZK/@@download/ENCFF001OZK.fastq.gz	mm9	HiSeq 2000
ENCFF001OZL	fastq	reads	ENCSR000COE	DNase-seq	UBERON:0000955	brain	tissue	embryonic	male	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document		14.5 day	1	2	595097804	John Stamatoyannopoulos, UW	7e64c473195437c4da908f1868b0f2d6	https://www.encodeproject.org/files/ENCFF001OZL/@@download/ENCFF001OZL.fastq.gz	mm9	HiSeq 2000
ENCFF001PAK	fastq	reads	ENCSR000COE	DNase-seq	UBERON:0000955	brain	tissue	embryonic	male	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document		14.5 day	1	2	602798186	John Stamatoyannopoulos, UW	754a0ddd6bb424946875b5152e0aeefb	https://www.encodeproject.org/files/ENCFF001PAK/@@download/ENCFF001PAK.fastq.gz	mm9	HiSeq 2000
ENCFF001OZS	fastq	reads	ENCSR000COE	DNase-seq	UBERON:0000955	brain	tissue	embryonic	male	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document		14.5 day	1	2	584907117	John Stamatoyannopoulos, UW	c08e486b02464e1c06fcd0cfbad1b434	https://www.encodeproject.org/files/ENCFF001OZS/@@download/ENCFF001OZS.fastq.gz	mm9	HiSeq 2000
ENCFF001OZU	fastq	reads	ENCSR000COE	DNase-seq	UBERON:0000955	brain	tissue	embryonic	male	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document		14.5 day	1	2	576848711	John Stamatoyannopoulos, UW	80d2a2ff73a5b1f4c9bc8ec937f6e22b	https://www.encodeproject.org/files/ENCFF001OZU/@@download/ENCFF001OZU.fastq.gz	mm9	HiSeq 2000
ENCFF001OZJ	fastq	reads	ENCSR000COE	DNase-seq	UBERON:0000955	brain	tissue	embryonic	male	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document		14.5 day	1	2	606142654	John Stamatoyannopoulos, UW	11d4aa51444023a2df1f38b5a6e17379	https://www.encodeproject.org/files/ENCFF001OZJ/@@download/ENCFF001OZJ.fastq.gz	mm9	HiSeq 2000
ENCFF001OZN	fastq	reads	ENCSR000COE	DNase-seq	UBERON:0000955	brain	tissue	embryonic	male	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document		14.5 day	1	2	586723781	John Stamatoyannopoulos, UW	cd133e6b42896b842758033bad053f8b	https://www.encodeproject.org/files/ENCFF001OZN/@@download/ENCFF001OZN.fastq.gz	mm9	HiSeq 2000
